what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jee.ui,1.0.201.v201002021208,"org.eclipse.jst.jee.ui",1285195897069
started,bundle,org.eclipse.jst.j2ee.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.ui",1285195897091
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.navigator.ui",1285195897094
started,bundle,org.eclipse.jst.j2ee.core,1.1.301.v200911302230,"org.eclipse.jst.j2ee.core",1285195897106
started,bundle,org.eclipse.jem,2.0.301.v201001252130,"org.eclipse.jem",1285195897121
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1285195897203
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1285195897218
started,bundle,org.eclipse.jst.jee,1.0.201.v201002021055,"org.eclipse.jst.jee",1285195897234
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.1.v200911141836,"org.eclipse.jst.common.project.facet.core",1285195897371
started,bundle,org.eclipse.jpt.core,2.2.1.v200908270220,"org.eclipse.jpt.core",1285195897372
started,bundle,org.eclipse.pde.core,3.5.101.v20100104,"org.eclipse.pde.core",1285195897373
started,bundle,org.eclipse.jpt.eclipselink.core,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.core",1285195897401
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1285195897440
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.301.v200908101600,"org.eclipse.wst.common.frameworks.ui",1285195897519
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1285195897561
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v201001252130,"org.eclipse.wst.common.modulecore",1285195897562
started,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1285195898018
started,bundle,org.eclipse.jst.j2ee,1.1.301.v201001272230,"org.eclipse.jst.j2ee",1285195898064
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1285195899975
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285195900611
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1285195900636
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1285195903230
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1285195903236
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1285195903266
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1285195905657
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1285195905671
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1285195905672
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1285195905819
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1285195907484
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1285195907516
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1285195908660
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285195909231
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285195921310
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285195923714
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285195926315
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285195928149
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285195928663
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285195961594
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285195962484
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196051135
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196053410
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196268479
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196282639
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196342575
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1285196344157
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285196344245
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1285196344436
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1285196344495
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285196344534
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1285196344940
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1285196354374
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196356116
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196356768
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196356946
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196391714
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285196391758
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196392449
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196419269
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196426166
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285196471793
